S_ID,PLACE_ID,PLACE_NAME,DESCRIPTION,LATITUDE,LONGITUDE,AREA,CITY,DISTRICT,STATE,COUNTRY,PINCODE,CATEGORY,VISIT_TIME,RATING,TAG_1,TAG_2,TAG_3
74,INOD15074,UDAYAGIRI AND KHANDAGIRI CAVES,"Khandagiri caves & Udayagiri caves are situated on two adjacent hills at Khandagiri in the smart city of Bhubaneswar. The caves of Udayagiri and Khandagiri are called Lena in the Hathigumpha inscription. The famous inscription of emperor Kharavela in Hatigumpha’s wonderful sculptures on the walls of Rani Gumpha at Udayagiri and the Huge statue of Mahavir on Khandagiri hills are worth seeing. All of those reminders of the golden period of Odisha under some of the greatest rulers of history. From the top of Khandagiri Hill you can enjoy the beautiful view of Dhauligiri and entire Bhubaneswar. Udayagiri and Khandagiri are tourist destinations in Bhubaneswar, Khordha district, Visitors and Jainism saints from all over the state come to visit here.",20.26267392,85.7846594,KHANDAGIRI,BHUBANESWAR,KHORDHA,ODISHA,INDIA,751030,CAVES,ALL TIME,9,HISTORICAL,ARCHITECTURE,WORLD FAMOUS
75,INOD15075,ODISHA STATE MUSEUM,"State Museum is located in the city of Bhubaneswar and is a famous old museum of Odisha. The genesis of the Odisha State Museum goes back to the year l932, when two notable Historians, Prof. N.C. Banerjee and Prof. Ghanshyam Dash of Ravenshaw College, Cuttack started a collection of archaeological treasures from various places. The small Museum was then housed within the premises of the College. In l938, by a suitable order, the Government of Odisha transformed this nucleus into the Provincial Museum of Odisha and appointed a Committee of Management consisting of the Principal, the Head of the Department of History and three other Professors of the College.",20.25661285,85.84124368,BJB NAGAR,BHUBANESWAR,KHORDHA,ODISHA,INDIA,751014,MUSEUM,ALL TIME,10,HISTORICAL,RESEARCH,INDEPENDENCE
76,INOD16076,MAA TARINI TEMPLE,"Maa Tarini temple is situated at Ghatagaon and is 45 km distance from Keonjhar town and 205 km from Cuttack and 170 km from Bhubaneswar. The place is known throughout the state for the shrines of goddess Maa Ghatagaon Tarini. Coconut is the best offering of Maa Tarini. It is a famous Hindu temple of Odisha. The legend is that Maa Tarini is merciful and benevolent to her devotees. Devotees believe that Mother Tarini fulfils their desires. Maa tarini temple is surrounded by Sal forests. The Pana Sankranti and Chaiti Jatra is one of the most popular and famous festivals of the temple and is observed during the last 5 days of Chaitra and the first 2 days of the month of Baishakh. Apart from this, Patua Yatra and Ashadhi Parba are other Major festivals of maa Tarini. On this day, thousands of devotees from different parts of Odisha come to visit Mas Tarini.",21.39348408,85.89654882,GHATAGAON,GHATAGAON,KENDUJHAR,ODISHA,INDIA,758027,TEMPLES,ALL TIME,10,SPIRITUAL,MYTHOLOGICAL,DEVI PUJA
77,INOD16077,SANAGHAGARA & BADAGHAGARA WATERFALLS,"The Badaghagara waterfall is only 9 km distance from Keonjhar town and 245 km away from Bhubaneswar. This place is very beautiful for roaring cataracts. Being a perennial origin of the waterfall, there is a dam that has been constructed on the downstream side. It has situated at a distance of 3 km downstream of Sanaghagara Waterfall. A large number of visitors come here for a picnic throughout the year. The best time to visit this place is early morning or sunset time. The waterfall enjoys a unique characteristic of 100 feet height inside the dense forest area to the much delight of tourists, picnics & weekend holidayers alike. The waterfall enjoys a unique characteristic of 100 feet height inside the dense forest area to the much delight of tourists, picnics & weekend holidayers alike. Bada Ghagra reservoir was raised on the Machakandana river during the Kingdom era and is the major source of water supplies to the Keonjhar town. This place is rich in exotic flora & fauna and is a rare place to study tribal life. ",21.60939084,85.55575334,TALKAIPUR,KEONJHAR,KENDUJHAR,ODISHA,INDIA,758001,WATERFALLS,WINTER,8,NATURAL,HILLS,FOREST
78,INOD16078,GONASIKA TEMPLE,"Gonasika is a famous hill situated in the Keonjhar District of Orissa.Nestled amidst green valleys and wooded hills, Gonasika is famous as a sacred destination. The place is considered to be the origin of the River Baitarani and has a rich historical value. The place is located at a distance of just 45 km from the district headquarters of Keonjhar and it takes half an hour by car to reach the place from the district headquarters. The place is very famous as the temple of Brahmeshwar Mahadev is situated here. The River Baitarani flows underground after flowing a bit from the point of its origin. The river is seen again after it covers a short distance underground and the entire journey resembles the nostril of a cow. ",21.50444292,85.5513561,GONASIKA,KEONJHAR,KENDUJHAR,ODISHA,INDIA,758018,TEMPLES,ALL TIME,9,SPIRITUAL,MYTHOLOGICAL,FOREST
79,INOD16079,KESHRI KUNDA,"Keshari Kunda is located about 50 km distance from Keonjhar town. The Keshri Kunda has two holes on the bed of river Baitarni. The Kund attracts people to get a holy dip and offer their homage to Lord Siva on its bank. The landscape provides an interesting scenario for picnics and holidayers. During Makara Sankranti, adventurous people dare to enter into one hole of the river bed and come out in another hole to prove their righteousness. ",22.00123112,85.7019656,SAGADA,CHAMPUA,KENDUJHAR,ODISHA,INDIA,758044,TEMPLES,WINTER,9,SPIRITUAL,ADVENTURE,NATURAL
80,INOD16080,KHANDADHAR WATERFALL,"The Khandadhar Waterfall is located at a distance of 50 km distance from Keonjhar town. The place is one of the most beautiful waterfalls in the Keonjhar district. Khandadhar Spring is falling straight down to the ground at a distance of around 500 feet in height. The vertical falling of water is known as Khandadhar. There is a Baba Nilakanthaswaraya temple near the Khandadhara waterfall where Lord Shiva is worshipped. Winter is the Best time to visit the natural environment and waterfall. The crystal water of the spring and the roar of the waterfall attract tourists to take a bath. The place is clean, and all kinds of picnic facilities are available here. You can always see a rainbow at the end of the Waterfall. Khandadhar is the best place for a weekend Picnic.",21.77494358,85.3221362,KADAKALA,BARBIL,KENDUJHAR,ODISHA,INDIA,758034,WATERFALLS,WINTER,10,NATURAL,HILLS,FOREST
81,INOD17081,ASURGARH FORT,"Kalahandi district is a mix of Art, History and Culture where many ancient fortresses can be seen. Asurgarh fort is one of them, Which is located on the bank of river Sandul in Kalahandi District. It is 5 km away from Narla railway station and 35 km distance from Bhawanipatna. The Asurgarh fort was built around the 8th century AD.  It is a part of Indian Culture and Heritages. Archaeological excavations have found pottery bidi, silver coins, Copper toe ring, beads of Carnelian, Jasper, Berly, Garnet, Agate, Coral and other artefacts used during the Maurya Empire, which is about 2300 years old. ",20.08156023,83.3549321,ASURGARH,M. RAMPUR,KALAHANDI,ODISHA,INDIA,766101,MONUMENTS,ALL TIME,8,HISTORICAL,ARCHITECTURE,UNIQUE
82,INOD17082,UMA MAHESWARI TEMPLE,"Belkhandi Uma Maheswar dhabaleswar Temple is Situated on the confluence of the river Tel and Uttei. It  is 67 K.Ms from Bhawanipatna. Two tributaries of the river Mahanadi, Belkhandi has gained prominence as a centre of religious activities and archaeological importance with a picturesque site. Besides the temples now standing therein, ruins of 12th Century monuments have been excavated from there in the recent past. Among the sculptures unearthed images of Sapta Matruka (Seven Mother Goddesses) and Uma Maheswar are not-worthy. The ruins of Belkhandi are preserved in a small museum adjacent to the temple premises. It is also an ideal site for an outing.",20.36473854,83.39736497,BELAKHANDI,KESINGA,KALAHANDI,ODISHA,INDIA,766012,TEMPLES,ALL TIME,9,SPIRITUAL,GODDESS,HISTORICAL
83,INOD17083,AMBAPANI SANCTUARY,"The Ambapani Wildlife Sanctuary is located 77 km from Bhawanipatna. The picturesque Ambapani hills present a panoramic view of nature. A frolicking valley called “Haladigundi” in this hill range exhibits some peculiar features due to the reflected rays of the sun. In the morning and evening, the objects of vision appear yellow. The whole area abounds in spotted deer, Sambar and Black Panthers who can be seen at the Behera reservoir. 5 K.Ms away are the pre-historic cave paintings at Gudahandi. The Sanctuary is surrounded by hills and forests. Dokrichanchara Waterfall, Badghumar Waterfalls, Karak Waterfall, Bhairaghumar Waterfall, and Thippa Waterfall are located within the Sanctuary, which attracts tourists during winter. ",19.61843885,82.54974997,AMBAPANI,JAIPATNA,KALAHANDI,ODISHA,INDIA,766028,SANCTUARY,WINTER,10,NATURAL,WILDLIFE,FOREST
84,INOD17084,GUDAHANDI WATERFALL,"Gudahandi hills and waterfall is located in the Ampani sanctuary of the Kalahandi district of Odisha. It is around 86 km from Bhawanipatna and 68 km from Nabrangpur. In the Gudahandi hills are some ancient caves bearing pictographic paintings of remote antiquity. Three small hills, all of curved length, are together known as the Gudahandi hills. The name Gudahandi, meaning a pot, for molasses, has its origin in the impression its shape apparently conveys. A rivulet named Behera flows past the village. There are remains of a very old dam across this rivulet, local people call it the work of Bhima, the second of the Pandavas. Dokrichanchara Waterfall is located near the Gudahandi waterfall.",19.62082488,82.54885352,KHALIGARH,JAIPATNA,KALAHANDI,ODISHA,INDIA,766028,WATERFALLS,WINTER,8,NATURAL,HILLS,ADVENTURE
85,INOD17085,LANKESWARI TEMPLE,"Lankeswari Temple is situated at Junagarh, and It is 15 km distance from Bhawanipatna towards the Southwest. Goddess Lankeswari is the presiding deity of this temple. The statue of the Maa Lankeshwari is made of black chlorite stone. Lankeshwari Temple is one of the famous Shakti Pitha of Odisha. Khandabasa Jatra at Lankeswari Pitha of Junagarh is the Main festival of the Kalahandi district in the month of Aswini. This goddess is also worshipped in the form of Vanudurga. There is a Kali image in front of Maa Lankeshwari on the temple premises, which is very attractive. Sri Rama Navami, Mahavishuba Sankranti & Durgapuja are the main functions of the Maa Lankeswari.",19.86497568,82.93276351,JUNAGARH,JUNAGARH,KALAHANDI,ODISHA,INDIA,766014,TEMPLES,ALL TIME,9,SPIRITUAL,AUTUMN,GODDESS
86,INOD18086,BUTTERFLY NATURE PARK,The Butterfly Nature Park is located around 3 km distance from Daringbadi near Hill View Park and 102 km from Phulbani. The butterfly park is the second after Nandankanan Zoological Park in Bhubaneswar. The butterfly park has about 20-30 species of butterflies. The butterflies come here in spring and winter. The state forest department has developed the Nature Park spread over four hectares. The visitors can enjoy a variety of colourful butterflies in their natural surroundings to understand their significance in the ecosystem. Butterfly Nature Park is tourist attraction places near Daringbadi Hill Station.,19.91925173,84.11493984,DARINGBADI,DARINGBADI,KANDHAMAL,ODISHA,INDIA,762104,PARK,ALL TIME,10,NATURAL,SPRING,UNIQUE
87,INOD18087,DARINGBADI HILL STATION,"Daringbadi Hill Station is located around 110 km from Phulbani and 247 distances from Bhubaneswar. It is known as Kashmir of Odisha. The top of the hill looks like a valley. Daringbadi is a small hill station having 3000 ft high above sea level. Dotted with pine forests and waterfalls, the hill stations of Phulbani are popular holiday destinations in Odisha. Daringbadi Nature Camp & Belghar Nature Camp offer accommodation options for travellers coming to this part of Odisha. Daringbadi is Surrounded by beautiful valleys, plateaus and dotted with coffee & pepper gardens. The land of one of the most ancient tribes of India “Kutia Kondhas”, is a perfect gateway for people.",19.92034053,84.11824432,SIRIPANGA,DARINGBADI,KANDHAMAL,ODISHA,INDIA,762104,HILLS,WINTER,10,NATURAL,ADVENTURE,WORLD FAMOUS
88,INOD18088,MANDASARU VALLEY NATURE CAMP,"Mandasaru Nature Camp is located at the top of Manda Hill, and It is about 30 km distance from Daringbadi and 75 km away from Phulbani Town. It Surrounded by dense tropical moist deciduous forest. The Mandasaru Gorge ecosystem is located in the eastern part of the Kandhamal District of Odisha. It is one of the last kept secret wildernesses of India. The Manda Hill recorded the Highest peak at 3280 feet above sea level. It is considered the Silent Valley of Odisha due to its frequent weather changes, mesmerizing beauty and rich biodiversity. The Mandasaru Gorge is locally known as Gdang Kutti and houses six waterfalls, two are perennial, and the rest are non-perennial. The Water from the four falls – Beingumaha, Kaadigdapa, Prisibrunda and Keragaadu forms the Naputimaha perennial stream. ",19.98123352,84.24057225,MANDASARU,RAIKA,KANDHAMAL,ODISHA,INDIA,762101,HILLS,WINTER,10,NATURAL,ADVENTURE,CAMPING
89,INOD18089,BELGHAR NATURE CAMP,"The Belghar Nature Camp is located at Belghar of Kandhamal District and is 139 distance km from Phulbani. It is approximately 2555 ft above sea level. The Place is located inside the Kotgarh Elephant Reserve and is famous for wildlife, especially elephants. It is 158 km from the distance from Phulbani. The beautiful natural sight of Belghar attracts visitors once more. The beautiful natural scenery of Belgar attracts visitors to come here. All kinds of arrangements are made here for the accommodation, food, lodging and security of the tourists in Belghar Eco-Resorts. Belghar-Daringbadi is full of hills and waterfalls. Daringbadi Belghar Nature Camp is one of the tourist places in Kandhamal.",19.94447474,83.59723905,BELGHAR,TUMUDIBANDHA,KANDHAMAL,ODISHA,INDIA,762107,HILLS,WINTER,10,NATURAL,ADVENTURE,CAMPING
90,INOD18090,MAA BARALA DEVI TEMPLE,"Maa Barala Devi Temple is situated at Balaskumpa. It is 15 km distance from Phulbani Bus Stand and around 65 km from Kandhamal. Goddess Barala Devi is the presiding deity of this temple. Devotees come here for getting a wish from Barala Devi. Local devotees visit this temple daily to worship this deity, but Dussehra is the famous festival of this temple, and devotees come here to see the Durga Vesa of Barala Devi. Another attraction near this temple is Pilasalunki Dam which is just 4 km away from the temple. Maa Barala Devi Mandir is one of the famous temples in Kandhamal District, Odisha.",20.43094604,84.31489363,BALASKUMPA,GUMAGARH,KANDHAMAL,ODISHA,INDIA,762029,TEMPLES,ALL TIME,9,SPIRITUAL,GODDESS,AUTUMN
91,INOD19091,TRIBAL MUSEUM,"The Tribal Museum is located behind the Sabar Srikhetra Jagannath Temple Koraput. Koraput is a tribal majority district, so it has been built to promote the use of these people, Daily use of materials, culture and tradition. The Museum’s collections of mines, costumes Hand-woven clothes, musical instruments, caters to and educates the tourists about the culture and heritage of the tribals. It is a beautiful place for people who are interested in indigenous culture and traditions. It is the best place to visit near Koraput town. ",18.80962036,82.70766108,KORAPUT,KORAPUT,KORAPUT,ODISHA,INDIA,764020,MUSEUM,ALL TIME,9,HISTORICAL,RESEARCH,UNIQUE
92,INOD19092,GUPTESHWAR MAHADEV TEMPLE,"The Gupteswar Shiva Temple is situated on a limestone hill, and it is 80 km distance from Koraput town. Devotees in thousands from Odisha, Andhra Pradesh, Telengana and Chhattisgarh throng to the cave temple. There is a Sangam ghat viewpoint near the temple to give tourists a beautiful view of the hills and waterfalls. Gupteswar Shiva temple is one of the ancient temples of Odisha. Lord Shiva is worshipped inside a cave known as Gupteswar Cave. You have to climb 200 stairs to reach the Shiva temple.As the name sounds Gupteswar means “The Hidden God”, and the main cave temple with a two-meter height is “linga”, and surrounded by several other small caves. The place is also popularly known as “Gupta Kedar”. It is said that a tribal hunter had discovered the “Linga” inside the cave. The place is believed to have close links with first century AD poet Kalidas. The holy month of Sravana and the annual festival is the Shiva Ratri, On this day, thousands of devotees come here to worship Lord Shiva.",18.96028857,82.13983469,RAMGIRI,JEYPORE,KORAPUT,ODISHA,INDIA,764043,TEMPLES,ALL TIME,10,SPIRITUAL,MYTHOLOGICAL,MONSOON
93,INOD19093,DUDUMA WATERFALLS,"The enormous Duduma waterfall is located 70 km distance from Jeypore town in the Koraput district. Its other name is Makukunda which is known for Matsay Kshetra. Previously it was a place of pilgrims. The waterfall altitude is about 3000 feet above sea level. The height of the Duduma Waterfall is about 574 feet, and this waterfall is also one of the most attractive in the state and one of the largest waterfalls in Odisha. The majestic waterfall is locally known as Matsya Tirtha. Koraput Duduma fall is one of the highest waterfalls in Odisha. So that a Hydroelectric project has been established here, and the township of this place is developed. Duduma Falls originates in the Machhkund River. Winter is a great time for picnics, and during this time tourists come from far and wide.",18.54387227,82.45045367,BADIGADA,MACHKUND,KORAPUT,ODISHA,INDIA,764040,WATERFALLS,WINTER,9,NATURAL,HILLS,ADVENTURE
94,INOD19094,JAGANNATH SAGAR,"Jagannath Sagar lake is loacted at a distance of 22 distance Km away from Koraput. The 255-year old Jagannath Sagar spreads over 67 hectares of land, which once used to fulfil the water need of Jeypore, has now a beautiful amusement park on its west bank, which has an open pandal and boating bay with stone packing on the slope. With an amalgamated view of the mountain range, temples and blue water in the backdrop, the place brings peace and solace to the viewer who can bond intimately with nature. Jagannath Sagar is a popular tourist destination in Jeypore, Koraput. The Odisha Tourism department had developed Amusement Park and gardens on both sides of the lake. The biggest manmade lake of the State dating back to over 300 years in Koraput. ",18.85796162,82.5643859,JAY NAGAR,JEYPORE,KORAPUT,ODISHA,INDIA,764001,LAKES,WINTER,10,NATURAL,HILLS,CAMPING
95,INOD19095,HANUMAN TEMPLE,"Ram and Hanuman temple is Situated at Dumuriput, and is 7 km distance from Sunabeda and 12 km from Koraput town. Lord Ram, Sita, and Laxman are worshipped in this temple. The famous Sri Ram Mandir is one of the main temples of this place. This Hanuman temple has a Big Hanuman idol on its premises, which is the second-highest kneeling Hanuman Statue in Odisha.Ram Navami festival is the main festival of the temples Place is attracting thousands of visitors and Pilgrimages for its Panoramic Picturesque as this temple. Ram and Hanuman temple is a beautiful place for a picnic & religious importance. ",18.76912522,82.79740535,DUMURIPUT,KORAPUT,KORAPUT,ODISHA,INDIA,764021,TEMPLES,ALL TIME,9,SPIRITUAL,ARCHITECTURE,UNIQUE
96,INOD20096,HUKITOLA ISLAND,Hukitola is located on Jambu island in the Bay of Bengal of Mahakalapara Block in Kendrapara District. This building was constructed in the year 1865-66 under the supervision of Chief Irrigation Engineer Hokkey Walker on an elevated land strip in the island for the purpose of food and water reservoir for supplying to various places nearby to cater to the need of people by the Imperial Government during the period of famine in Odisha. It was strengthened on all four sides by boulders. The building which represents European Renaissance architecture has a plinth area of 7000 sq. ft. The building has six big rectangular rooms out of which three rooms have interconnected small adjoining rooms.,20.40614051,86.78897094,HUKITOLA,KENDRAPARA,KENDRAPARA,ODISHA,INDIA,754224,ISLAND,WINTER,10,NATURAL,INFRASTRUCTURE,ADVENTURE
97,INOD20097,BHITARKANIKA NATIONAL PARK,"Bhitarkanika national park is a Mangrove forest situated in the Delta of Brahmani river at the Bay of Bengal in Odisha. Bhitarkanika is a top tourist attraction place in Kendrapara District. It is 30 km through waterways from Rajanagar and 130 km distance from Bhubaneswar. The total area covers 650 sq, kris with a forest covering 380 sq km including 115.50 sq. km of mangrove forest. The forest is so thick sunlight can hardly pass the forest floor. There are 60 varieties of mangrove plants on isolated beaches. Bhitarkanika is famous for white Crocodiles (Gori) and Gharial crocodiles. Bhitarkanika National Park is a natural zoo of wild animals, not only in Odisha but in India.",20.74907624,87.00083871,PARAMANANDPUR,RAJNAGAR,KENDRAPARA,ODISHA,INDIA,754248,PARK,WINTER,10,NATURAL,WILDLIFE,FOREST
98,INOD20098,MAA GOJABAYANI TEMPLE,"Maa Gojabayani Temple is located At Baghadia, it is about 7 km from Marshaghai Market and 19 km distance from Kendrapara town. Goddess Gojbayani is worshipped in this temple. The Jammu Jatra on the occasion of Pana Sankranti is the main festival of Maa Gojabayan, A large number of devotees come to see the festival. Every Tuesday and Thursday are the main days of Maa Gojabayani, which day devotees come to worship and offer Nonveg(Macha Ghanta). Devotees believe that the Goddess fulfils their wishes. Gojabayani Temple is a tourist place in Kendrapara District, Odisha.",20.44416178,86.51786037,BAGHADIA,MARSHAGHAI,KENDRAPARA,ODISHA,INDIA,754213,TEMPLES,ALL TIME,9,SPIRITUAL,MYTHOLOGICAL,DEVI PUJA
99,INOD20099,RAJKANIKA PALACE,"Kanika Palace is situated in Rajkanika Block and is around 50 km from Kendrapara Town. Rajkanika Palace is a massive palace constructed by the King of Kanika, Rajendra Narayan Bhanja Deo. There is a museum inside the Kanika Palace, where one can see the king’s war equipment and the world’s Largest crocodile skull. Another attraction of an elephant skull, foot and stuffed tiger museum that attracts tourists. The museum’s exhibits include paintings by kings of the Kanika dynasty, Palanquins, dresses, Weapons, Royal Umbrella, canopy, Swords and expensive items used by the king. The Rajabati is built on 4 acres of land and has a height of 75 feet. The palace has surrounded by two big rivers called Kharasrota and Baitarani.",20.73496711,86.6997324,RAJKANIKA,RAJKANIKA,KENDRAPARA,ODISHA,INDIA,754220,PALACE,ALL TIME,8,HISTORICAL,ROYAL,ARCHITECTURE
100,INOD20100,PENTHA SEA BEACH,"The Pentha Sea Beach is located 10 km distance from Rajnagar and 50 km from Kendrapara Town. There are Mangroves and dense pine trees that create the scenery attractively mesmerizing and charming. The roaring waves hitting the shore of the Bay of Bengal is mind-blowing and One of the best neat and clean beaches of Odisha. On the Seashore, crystal clear water, the tress and the beautiful red crabs. The world-famous Bhitarakanika national park has situated nearer the beach. There is also a Jagannath temple is situated on the Seabeach, which is the presiding deity of the local people. The sunrise and sunset at this beach are very pleasant for the tourists. Very nice place to enjoy the weekend and Holiday.",20.54043829,86.78852499,PENTHA,RAJNAGAR,KENDRAPARA,ODISHA,INDIA,754225,BEACHES,WINTER,9,NATURAL,OCEAN,FOREST
101,INOD21101,BALIMELA RESERVOIR,"Balimela Reservoir is loacted at a distance of 30 km from Malkangiri and 105 km from Jeypore town. It is the headquarters of the Hydroelectric project and is 22 km from Chitrakonda. The Balimela Power Project forms the second stage of development of Machkund – Sileru River, the first stage being the Machkund Project. The water released from Machkund Power House and the inflow from the intermediate catchment between Machkund-Balimela Dam is impounded by a Earth-cum-Rock fill at Chitrakonda known as Balimela Dam. There is Balimela dam View Point for tourists to see the natural beauty of this place. A large number of Visitors come here to Weekend Party on the reservoir in the winter.",18.22861518,82.16013075,KONDENG,CHITRAKONDA,MALKANGIRI,ODISHA,INDIA,764052,DAMS,ALL TIME,9,NATURAL,INFRASTRUCTURE,ADVENTURE
102,INOD21102,MALLIKESWAR TEMPLE,"The Mallikeswar temple is located 4 km from Malkangiri town and at the top of the Mallikeshwar hill. The temple is surrounded by hills and dense forests. Lord Shiva is the presiding deity of this place. According to the people, the height of the Shiva Lingam in this temple is increasing day by day. Maha Sivaratri is the main festival of Mallikeswar. Thousands of devotees come here every year to watch the festival.  Mallikeswar Mandir is one of the famous temple in Malkangiri District, Odisha.",18.37362971,81.89657857,DANGARGUDA,MALKANGIRI,MALKANGIRI,ODISHA,INDIA,764045,TEMPLES,ALL TIME,9,SPIRITUAL,HILLS,MONSOON
103,INOD21103,AMMAKUNDA WATERPARK,Ammakunda waterfall is situated at about 70 Km distance from Malkangiri district near Khoirput. It is one of the tourist places in Malkangiri District. It is a hilly place having a perennial waterfall which creates a pool of crystal clear water. The beautiful natural atmosphere and the amazing sound of the waterfall attract to the visitor and picnic rush the spot during winter Season. Ammakunda waterfall area is surrounded by dense forest and small hillocks. The fishes found in that gorge are quite friendly to the human being and are believed to be the form of Lord Vishnu in ” Matsya Avatar”. Fishing in that place is not practiced according to the belief of the local people as well as the visitors. Visitors can enjoy their stay at this place by feeding the fishes. ,18.46178424,82.24850842,RAULGUDA,MACHKUND,MALKANGIRI,ODISHA,INDIA,764042,WATERFALLS,WINTER,10,NATURAL,ADVENTURE,UNIQUE
104,INOD21104,BONDA HILL,"Bonda Hill is located at a distance of 80 Kilometers from District Headquarter and comes under Khairput Block. This is the living place of Bondas, one of the primitive tribal communities. It is surrounded by dense hilly forest. The Bondas of this place even now remain naked, and it is believed that they were cursed by Goddess Sita, as they laughed at her while she was bathing in a Kunda, which is named as Sita Kunda at Bonda Hill. There is one specific festival called “Patkhanda Vatra” at Mudulipada celebrated in January by the Bondas in which they worship a sword. They believe that this sword belongs to Pandavas.",18.45237986,82.31522868,BANDHAGUDA,KHAIRPUT,MALKANGIRI,ODISHA,INDIA,764042,HILLS,ALL TIME,8,NATURAL,GODDESS,FOREST
105,INOD21105,EKAGUDI WATERFALL,"Ekagudi waterfall is the highest waterfall in Malkangir. It is located at Salimi and is 30 km distance from Mathili and 70 km from Malkangiri. The height of this waterfall is around 200 feet. After crossing farmlands, forests and hilly roads, Ekagudi waterfall comes. The waterfall is visible about a kilometre from the parking lot. Winter is the perfect time to have a picnic here. It is a good place to bathe because the spring water is clean. Ekagudi waterfall is one of the popular tourist attractions places in the Malkangiri district of Odisha.",18.59924298,82.0678269,SALIMI,MATHILI,MALKANGIRI,ODISHA,INDIA,764044,WATERFALLS,WINTER,8,NATURAL,ADVENTURE,FOREST
106,INOD22106,JAGANNATH TEMPLE,"The Jagannath temple is situated around 24 km distance from Baripada town. The temple of Lord Jagannath at Baripada is universally known as Haribaldev temple. Lord Jagannath, Balabhadra and Devi Subhadra are the Main deities of this temple. The temple was built by Shri Baidyanath Bhanj in 1575 A.D, on the same architectural principles of Kakharua Baidyanath temple. The temple stands as a symbol of the religious favour of the Bhanja Rulers of Mayurbhanj. A large wall surrounds the temple, which is similar to the wall of Lord Jagannath in Puri. An inscription on the temple wall states that in the year 1497 of the Saka Era. This temple-like Kakharua Baidyanath of Manatri is provided with Vimana, Jagamohan and Nata Mandira and is in a better-preserved condition than the latter. Besides the presiding deities, there are as many as seventeen Bedha deities consecrated in the temple. The Jagannath temple compound has provided small cells in which the images of different religions find their place.",21.92954064,86.72373758,BHANJPUR,BARIPADA,MAYURBHANJ,ODISHA,INDIA,757001,TEMPLES,ALL TIME,10,SPIRITUAL,JAGANNATH,WORLD FAMOUS
107,INOD22107,SIMILIPAL NATIONAL PARK,"The Similipal National Park is a paradise of wild animals. It is about 60 km distance from Baripada and full of green forests. The area covers 275 sq km along with perennial springs and waterfalls. The Gov’t of India has established tiger protection at Similpal with the varieties of wild animals, birds. There are also waterfalls at Bareipani and Joranda extensive grassy land at Bachhuricchara, and National Park at mountain Meghasani peak. This place is one of the 18 Biosphere reserves of India. Similipala National Park is known for the conservative Tiger. The beautiful natural sight of Similpal attracts visitors once more. Similipal Tiger Reserve National Park is best place to visit near Baripada Town.",21.90935004,86.31088782,JASHIPUR,KARANJIA,MAYURBHANJ,ODISHA,INDIA,757034,SANCTUARY,WINTER,9,NATURAL,HILLS,ADVENTURE
108,INOD22108,DEVKUND AMBIKA TEMPLE,"Devkund is a beautiful religious and tourist place in Mayurbhanj, Odisha. Devkund Waterfall and Maa Ambika temple has located at the foot of Shimlipal national park and is 58 km from Baripada. They told that the goddess Sati, unable to bear the humiliation of her husband during the sacrifice of the Dakhya Prajapati, immersed herself. Angered by this, Sadashiva began to dance with Sati’s body. The trio trembled in fear. So the devotee Vishnu cut off the body of Goddess Sati through the Sudarshan Chakra to save Tribhuvan. It is divided into 52 parts and falls in different parts of India, and the goddess is worshipped in various forms. Devkund Ambika temple is a famous temple in Mayurbhanj, Odisha.",21.70577768,86.44448338,UPARTALDIHA,UDALA,MAYURBHANJ,ODISHA,INDIA,757087,TEMPLES,ALL TIME,9,SPIRITUAL,MYTHOLOGICAL,GODDESS
109,INOD22109,BELGADIA PALACE,"Belgadia Palace is located near Baripada town in the Mayurbhanj district. The palace was built in the 1800s in the Victorian architectural style with elements of Georgian decor, It was envisioned as a property for visiting foreign dignitaries, and guests of the royal family of Mayurbhanj. During the merger of the princely state to the Union of India, the property was titled palace to pay homage to the royal family that moved into it post-independence as their primary residence. Tucked away in the quaint heritage town of Baripada in Mayurbhanj, Odisha, the Palace is a beautiful piece of Kalinga history that redefines the idea of a hotel and is 4-5 hours from the state capital of Odisha.",21.94309279,86.72359448,BELGADIA,BARIPADA,MAYURBHANJ,ODISHA,INDIA,757002,PALACE,ALL TIME,9,HISTORICAL,ROYAL,ARCHITECTURE
110,INOD22110,SULAIPAT DAM & KHADAKHAI DAM,"The Sulaipat(Suleipat) Dam Reservoir is located near Similipal National Park, 20 km distance from Rairangpur and, is around 82 kilometres from the district headquarters of Baripada. It’s a nice place surrounded by mountains and green jungle. It is about 73 kilometres from Jamshedpur and 287 Kilometres from the state capital Bhubaneswar. The Khadakhai (Suleipat) Dam and the Simlipal Tiger Reserve are nearby local attractions at an approachable distance, attracting many foreign tourists here. A natural park is available near the dam, which attracts Visitors. There is a notable mining area of Odisha, which comprises iron-ores from Gorumahisani, Badampahar, Suleipat mines. The serene beauty of the hills, river, forests and park attract the visitor and picnic rush the spot during winter.",22.14278601,86.23727733,RANGAMATIA,RAIRANGPUR,MAYURBHANJ,ODISHA,INDIA,757033,DAMS,ALL TIME,8,NATURAL,INFRASTRUCTURE,FOREST
